"country"	"YEAR"	"AGE"	"withchild1"	"withchild2"	"prop_child"
"Armenia"	"2001"	"12"	"."	"."	"."
"Armenia"	"2001"	"13"	"."	"."	"."
"Armenia"	"2001"	"14"	"."	"."	"."
"Armenia"	"2001"	"15"	"0.0021551724"	"0.0018768769"	"0.0030084236"
"Armenia"	"2001"	"16"	"0.0055248619"	"0.0024301337"	"0.0076090138"
"Armenia"	"2001"	"17"	"0"	"0.004587156"	"0.0190923318"
"Armenia"	"2001"	"18"	"0"	"0.0062674095"	"0.0486555698"
"Armenia"	"2001"	"19"	"0"	"0.0204081633"	"0.1038834951"
"Armenia"	"2001"	"20"	"0"	"0.047235023"	"0.1872909699"
"Armenia"	"2001"	"21"	"."	"0.0779727096"	"0.2899219304"
"Armenia"	"2001"	"22"	"0"	"0.1275862069"	"0.3885608856"
"Armenia"	"2001"	"23"	"."	"0.1582278481"	"0.4923976608"
"Armenia"	"2001"	"24"	"1"	"0.2075471698"	"0.5755102041"
"Argentina"	"2001"	"12"	"."	"."	"."
"Argentina"	"2001"	"13"	"."	"."	"."
"Argentina"	"2001"	"14"	"0.0439448135"	"0.0220454863"	"0.0278502518"
"Argentina"	"2001"	"15"	"0.0483425414"	"0.0218495208"	"0.0366793006"
"Argentina"	"2001"	"16"	"0.0684410646"	"0.0280732276"	"0.0675297411"
"Argentina"	"2001"	"17"	"0.1518324607"	"0.0402716498"	"0.1122570664"
"Argentina"	"2001"	"18"	"0.237704918"	"0.0558433768"	"0.1728601939"
"Argentina"	"2001"	"19"	"0.1891891892"	"0.0717330011"	"0.2382107752"
"Argentina"	"2001"	"20"	"0.3455497382"	"0.0947099599"	"0.3056864691"
"Argentina"	"2001"	"21"	"0.3901098901"	"0.1106586826"	"0.3639220616"
"Argentina"	"2001"	"22"	"0.4957983193"	"0.1325588039"	"0.4134540831"
"Argentina"	"2001"	"23"	"0.4869565217"	"0.1548058147"	"0.4703791469"
"Argentina"	"2001"	"24"	"0.55"	"0.1899774625"	"0.508784534"
"Austria"	"2001"	"12"	"."	"."	"."
"Austria"	"2001"	"13"	"."	"."	"."
"Austria"	"2001"	"14"	"."	"."	"."
"Austria"	"2001"	"15"	"."	"."	"."
"Austria"	"2001"	"16"	"."	"."	"0.0023635582"
"Austria"	"2001"	"17"	"."	"."	"0.0138772077"
"Austria"	"2001"	"18"	"."	"."	"0.030964256"
"Austria"	"2001"	"19"	"."	"."	"0.0509772315"
"Austria"	"2001"	"20"	"."	"."	"0.0845305018"
"Austria"	"2001"	"21"	"."	"."	"0.1339145987"
"Austria"	"2001"	"22"	"."	"."	"0.1808579435"
"Austria"	"2001"	"23"	"."	"."	"0.2242503259"
"Austria"	"2001"	"24"	"."	"."	"0.2805970149"
"Burkina Faso"	"1998"	"15"	"0"	"0"	"0.0247818271"
"Burkina Faso"	"1998"	"16"	"0"	"0"	"0.0570759359"
"Burkina Faso"	"1998"	"17"	"0"	"0"	"0.1349499874"
"Burkina Faso"	"1998"	"18"	"0"	"0.0339754546"	"0.3652545068"
"Burkina Faso"	"1998"	"19"	"0.5225857247"	"0.1208885293"	"0.5422647462"
"Burkina Faso"	"1998"	"20"	"0"	"0.1830973522"	"0.7271317856"
"Burkina Faso"	"1998"	"21"	"0"	"0.2019188733"	"0.8223479412"
"Burkina Faso"	"1998"	"22"	"."	"0.2918997251"	"0.8793775925"
"Burkina Faso"	"1998"	"23"	"."	"0"	"0.9216108091"
"Burkina Faso"	"1998"	"24"	"1"	"0.229973189"	"0.9119906928"
"Benin"	"2006"	"12"	"."	"."	"."
"Benin"	"2006"	"13"	"."	"."	"."
"Benin"	"2006"	"14"	"."	"."	"."
"Benin"	"2006"	"15"	"0"	"0.0054436092"	"0.0359002127"
"Benin"	"2006"	"16"	"0.030616071"	"0.0168827861"	"0.0540425799"
"Benin"	"2006"	"17"	"0.0612770071"	"0.016164579"	"0.1599883589"
"Benin"	"2006"	"18"	"0"	"0.0314988325"	"0.2873978972"
"Benin"	"2006"	"19"	"0.1974923056"	"0.0689552914"	"0.3695406353"
"Benin"	"2006"	"20"	"0.1360558121"	"0.0772676478"	"0.6152503708"
"Benin"	"2006"	"21"	"0.2804175477"	"0.0694501659"	"0.5199239378"
"Benin"	"2006"	"22"	"0"	"0.0990619796"	"0.7052003905"
"Benin"	"2006"	"23"	"0.3012397995"	"0.249368664"	"0.7529809996"
"Benin"	"2006"	"24"	"1"	"0.066249818"	"0.793711568"
"Bolivia"	"2001"	"12"	"."	"."	"."
"Bolivia"	"2001"	"13"	"."	"."	"."
"Bolivia"	"2001"	"14"	"."	"."	"."
"Bolivia"	"2001"	"15"	"0.0203045685"	"0.0057701957"	"0.0353412256"
"Bolivia"	"2001"	"16"	"0.0844444444"	"0.016080402"	"0.0804276316"
"Bolivia"	"2001"	"17"	"0.2041884817"	"0.0390790669"	"0.1637931034"
"Bolivia"	"2001"	"18"	"0.2765957447"	"0.1113924051"	"0.2717650566"
"Bolivia"	"2001"	"19"	"0.4444444444"	"0.2119725221"	"0.3654260228"
"Bolivia"	"2001"	"20"	"0.6012658228"	"0.3753846154"	"0.4747001241"
"Bolivia"	"2001"	"21"	"0.7067669173"	"0.5639269406"	"0.5369894316"
"Bolivia"	"2001"	"22"	"0.7685950413"	"0.6498422713"	"0.6079496711"
"Bolivia"	"2001"	"23"	"0.7625899281"	"0.7534722222"	"0.6620092217"
"Bolivia"	"2001"	"24"	"0.8476821192"	"0.8034188034"	"0.7138737098"
"Brazil"	"2000"	"12"	"0.0004601016"	"0.0009720885"	"0.0021567319"
"Brazil"	"2000"	"13"	"0.0006581454"	"0.0006454054"	"0.0034319148"
"Brazil"	"2000"	"14"	"0.0036583453"	"0.0021922532"	"0.0109629961"
"Brazil"	"2000"	"15"	"0.0151300952"	"0.0070844727"	"0.033392039"
"Brazil"	"2000"	"16"	"0.0380358964"	"0.0182945127"	"0.0765018604"
"Brazil"	"2000"	"17"	"0.0828661663"	"0.0373529685"	"0.138301773"
"Brazil"	"2000"	"18"	"0.1492947559"	"0.0639489244"	"0.2087583155"
"Brazil"	"2000"	"19"	"0.2082089081"	"0.0917691721"	"0.281302611"
"Brazil"	"2000"	"20"	"0.2987491303"	"0.12384491"	"0.3573499118"
"Brazil"	"2000"	"21"	"0.3882506022"	"0.1559163754"	"0.4224549071"
"Brazil"	"2000"	"22"	"0.4528806731"	"0.1938481353"	"0.4812662115"
"Brazil"	"2000"	"23"	"0.5347374184"	"0.244827343"	"0.538154908"
"Brazil"	"2000"	"24"	"0.5836511897"	"0.2919468978"	"0.5836990826"
"Belarus"	"1999"	"12"	"."	"."	"."
"Belarus"	"1999"	"13"	"."	"."	"."
"Belarus"	"1999"	"14"	"."	"."	"."
"Belarus"	"1999"	"15"	"."	"0.0007384615"	"0.0018078824"
"Belarus"	"1999"	"16"	"."	"0.0021715527"	"0.005924018"
"Belarus"	"1999"	"17"	"."	"0.0074118893"	"0.017987487"
"Belarus"	"1999"	"18"	"."	"0.0169750143"	"0.0533620806"
"Belarus"	"1999"	"19"	"."	"0.0488328414"	"0.1213793103"
"Belarus"	"1999"	"20"	"."	"0.080662205"	"0.207073509"
"Belarus"	"1999"	"21"	"."	"0.135483871"	"0.3289714366"
"Belarus"	"1999"	"22"	"."	"0.2294843863"	"0.4400400687"
"Belarus"	"1999"	"23"	"."	"0.3273942094"	"0.541904344"
"Belarus"	"1999"	"24"	"."	"0.4134615385"	"0.628256513"
"Congo (Brazzaville)"	"2005"	"15"	"0"	"0.0364543389"	"0.0361371163"
"Congo (Brazzaville)"	"2005"	"16"	"0.046158249"	"0.0466612733"	"0.1066480236"
"Congo (Brazzaville)"	"2005"	"17"	"0.0243671553"	"0.0812657628"	"0.1625085288"
"Congo (Brazzaville)"	"2005"	"18"	"0.2023675225"	"0.1069197212"	"0.3504214226"
"Congo (Brazzaville)"	"2005"	"19"	"0.4907072578"	"0.2274032553"	"0.4497783856"
"Congo (Brazzaville)"	"2005"	"20"	"0.435420105"	"0.2226880082"	"0.6065383268"
"Congo (Brazzaville)"	"2005"	"21"	"0"	"0.3608081774"	"0.6667671624"
"Congo (Brazzaville)"	"2005"	"22"	"0.6797411398"	"0.3663193019"	"0.7157247833"
"Congo (Brazzaville)"	"2005"	"23"	"."	"0.3668248006"	"0.7999862222"
"Congo (Brazzaville)"	"2005"	"24"	"1"	"0.595596726"	"0.8105908405"
"Switzerland"	"2000"	"12"	"."	"."	"0.0013898541"
"Switzerland"	"2000"	"13"	"."	"."	"."
"Switzerland"	"2000"	"14"	"."	"."	"0.0055970149"
"Switzerland"	"2000"	"15"	"0.0058765916"	"0"	"0.0069356873"
"Switzerland"	"2000"	"16"	"0.0061349693"	"0.0018604651"	"0.0041079812"
"Switzerland"	"2000"	"17"	"0"	"0.003866976"	"0.0070175439"
"Switzerland"	"2000"	"18"	"0"	"0.0038343558"	"0.0097087379"
"Switzerland"	"2000"	"19"	"0.0344827586"	"0.0050916497"	"0.0175438596"
"Switzerland"	"2000"	"20"	"0"	"0.0036319613"	"0.0407310705"
"Switzerland"	"2000"	"21"	"0"	"0.0043352601"	"0.06"
"Switzerland"	"2000"	"22"	"0"	"0.012173913"	"0.098628692"
"Switzerland"	"2000"	"23"	"1"	"0.0174757282"	"0.1216216216"
"Switzerland"	"2000"	"24"	"0"	"0.0202247191"	"0.1608320649"
"Cote Ivoire"	"1998"	"15"	"0"	"0.0286555099"	"0.0428287166"
"Cote Ivoire"	"1998"	"16"	"0"	"0"	"0.217869219"
"Cote Ivoire"	"1998"	"17"	"0"	"0.034640812"	"0.2579340475"
"Cote Ivoire"	"1998"	"18"	"0"	"0"	"0.296374678"
"Cote Ivoire"	"1998"	"19"	"0"	"0.0371087286"	"0.4499569452"
"Cote Ivoire"	"1998"	"20"	"."	"0.0987822667"	"0.6018351025"
"Cote Ivoire"	"1998"	"21"	"."	"0.1565039714"	"0.6478430874"
"Cote Ivoire"	"1998"	"22"	"."	"0.1523876873"	"0.7682724759"
"Cote Ivoire"	"1998"	"23"	"1"	"0.2354120641"	"0.7896471392"
"Cote Ivoire"	"1998"	"24"	"."	"0.1262030976"	"0.7848989531"
"Cameroon"	"2004"	"15"	"0.0027083703"	"0.0054417895"	"0.0311088669"
"Cameroon"	"2004"	"16"	"0.0053343506"	"0.033180004"	"0.1025701294"
"Cameroon"	"2004"	"17"	"0"	"0.0488797687"	"0.2003933237"
"Cameroon"	"2004"	"18"	"0.02798245"	"0.0718361464"	"0.3452515122"
"Cameroon"	"2004"	"19"	"0.0489771714"	"0.1488895209"	"0.4647362154"
"Cameroon"	"2004"	"20"	"0"	"0.0709372143"	"0.6236835811"
"Cameroon"	"2004"	"21"	"0"	"0.0993824027"	"0.6297190868"
"Cameroon"	"2004"	"22"	"1"	"0.1085633358"	"0.7181167333"
"Cameroon"	"2004"	"23"	"."	"0.1956632983"	"0.7790325212"
"Cameroon"	"2004"	"24"	"."	"0.1246191872"	"0.7677374937"
"Colombia"	"2005"	"12"	"0.0002553562"	"0.0001220178"	"0.0004304651"
"Colombia"	"2005"	"13"	"0.0013212205"	"0.0003217688"	"0.0014430379"
"Colombia"	"2005"	"14"	"0.0023354141"	"0.0012078772"	"0.0076295118"
"Colombia"	"2005"	"15"	"0.011244615"	"0.0068935476"	"0.0309943455"
"Colombia"	"2005"	"16"	"0.0768832843"	"0.0168777171"	"0.0764532882"
"Colombia"	"2005"	"17"	"0.0862106719"	"0.0427134671"	"0.1454468706"
"Colombia"	"2005"	"18"	"0.1660181341"	"0.0618933736"	"0.2226359051"
"Colombia"	"2005"	"19"	"0.2735021164"	"0.0879092072"	"0.2984646301"
"Colombia"	"2005"	"20"	"0.3422333552"	"0.1321155288"	"0.3858421511"
"Colombia"	"2005"	"21"	"0.4544392803"	"0.1632120865"	"0.4364457768"
"Colombia"	"2005"	"22"	"0.4537825892"	"0.1971892198"	"0.508066709"
"Colombia"	"2005"	"23"	"0.4162592521"	"0.2465807314"	"0.5444248346"
"Colombia"	"2005"	"24"	"0.6447723024"	"0.3062345129"	"0.600928948"
"Costa Rica"	"2000"	"12"	"0"	"0"	"0.0003763643"
"Costa Rica"	"2000"	"13"	"0"	"0.0005662514"	"0.0013536379"
"Costa Rica"	"2000"	"14"	"0.0083102493"	"0.0014836795"	"0.0080827675"
"Costa Rica"	"2000"	"15"	"0.0261780105"	"0.0070621469"	"0.0325664774"
"Costa Rica"	"2000"	"16"	"0.1139240506"	"0.0186020293"	"0.0858978695"
"Costa Rica"	"2000"	"17"	"0.0806451613"	"0.0341521869"	"0.1398264224"
"Costa Rica"	"2000"	"18"	"0.4318181818"	"0.0539811066"	"0.235"
"Costa Rica"	"2000"	"19"	"0.3684210526"	"0.0991672975"	"0.3287456991"
"Costa Rica"	"2000"	"20"	"0.4146341463"	"0.1387478849"	"0.3944785276"
"Costa Rica"	"2000"	"21"	"0.5833333333"	"0.2043010753"	"0.4730276467"
"Costa Rica"	"2000"	"22"	"0.6666666667"	"0.2475355969"	"0.5623251477"
"Costa Rica"	"2000"	"23"	"0.7666666667"	"0.3043478261"	"0.6195168468"
"Costa Rica"	"2000"	"24"	"0.7407407407"	"0.3355155483"	"0.6591617596"
"Dominican Republic"	"2002"	"15"	"0.0308379567"	"0.00606492"	"0.0365941393"
"Dominican Republic"	"2002"	"16"	"0.0573368676"	"0.0249992527"	"0.0896936794"
"Dominican Republic"	"2002"	"17"	"0.177996171"	"0.0634432672"	"0.1978919928"
"Dominican Republic"	"2002"	"18"	"0.2350853645"	"0.1000840566"	"0.2607608288"
"Dominican Republic"	"2002"	"19"	"0.329346382"	"0.1733900221"	"0.3825810526"
"Dominican Republic"	"2002"	"20"	"0.7280275209"	"0.2026133066"	"0.4749700476"
"Dominican Republic"	"2002"	"21"	"0.6084291218"	"0.2751276681"	"0.5453972004"
"Dominican Republic"	"2002"	"22"	"0.7418940522"	"0.3118906008"	"0.6032701773"
"Dominican Republic"	"2002"	"23"	"0.7688694203"	"0.3139445857"	"0.6590846025"
"Dominican Republic"	"2002"	"24"	"0.9897768538"	"0.48130817"	"0.760395179"
"Ecuador"	"2001"	"12"	"0.0014724443"	"0.0012057272"	"0.0057903444"
"Ecuador"	"2001"	"13"	"0.0033624748"	"0.001623816"	"0.0074552302"
"Ecuador"	"2001"	"14"	"0.0088819227"	"0.0025527341"	"0.0157201202"
"Ecuador"	"2001"	"15"	"0.010719755"	"0.0065264685"	"0.0340278336"
"Ecuador"	"2001"	"16"	"0.0318602261"	"0.0169665058"	"0.0813809154"
"Ecuador"	"2001"	"17"	"0.0823529412"	"0.0284250537"	"0.1543825509"
"Ecuador"	"2001"	"18"	"0.1208053691"	"0.0593559251"	"0.24991636"
"Ecuador"	"2001"	"19"	"0.2170087977"	"0.0856001997"	"0.3395728974"
"Ecuador"	"2001"	"20"	"0.2225806452"	"0.1352282515"	"0.4412569439"
"Ecuador"	"2001"	"21"	"0.3206997085"	"0.1816037736"	"0.5151328524"
"Ecuador"	"2001"	"22"	"0.4130434783"	"0.2262443439"	"0.5744680851"
"Ecuador"	"2001"	"23"	"0.4874371859"	"0.3040909091"	"0.6425331472"
"Ecuador"	"2001"	"24"	"0.5657142857"	"0.3869641809"	"0.6856866538"
"Spain"	"2001"	"12"	"0"	"0"	"."
"Spain"	"2001"	"13"	"0"	"0"	"."
"Spain"	"2001"	"14"	"0"	"0.0000998303"	"0.0000920895"
"Spain"	"2001"	"15"	"0.0017006803"	"0.0001033912"	"0.0002825657"
"Spain"	"2001"	"16"	"0"	"0.0009127789"	"0.0025239339"
"Spain"	"2001"	"17"	"0"	"0.0019469208"	"0.0075368561"
"Spain"	"2001"	"18"	"0.0298507463"	"0.0038491147"	"0.016984127"
"Spain"	"2001"	"19"	"0.0188679245"	"0.0054410743"	"0.0252119927"
"Spain"	"2001"	"20"	"0.0175438596"	"0.0058993499"	"0.0376941713"
"Spain"	"2001"	"21"	"0.0487804878"	"0.0093219257"	"0.0500669344"
"Spain"	"2001"	"22"	"0.0882352941"	"0.0089950808"	"0.0612481484"
"Spain"	"2001"	"23"	"0.1333333333"	"0.0132680461"	"0.0780811898"
"Spain"	"2001"	"24"	"0.1111111111"	"0.0150564617"	"0.0911509133"
"Ethiopia"	"2000"	"15"	"0"	"0"	"0.0065071179"
"Ethiopia"	"2000"	"16"	"0"	"0"	"0.0351839603"
"Ethiopia"	"2000"	"17"	"0.0001775464"	"0"	"0.1178399887"
"Ethiopia"	"2000"	"18"	"0.0040308355"	"0.0287355637"	"0.2243812167"
"Ethiopia"	"2000"	"19"	"0.0087634554"	"0.0718191996"	"0.3569965054"
"Ethiopia"	"2000"	"20"	"0.042580049"	"0.1130158038"	"0.5203320402"
"Ethiopia"	"2000"	"21"	"0.0054932125"	"0.0100576422"	"0.5716125742"
"Ethiopia"	"2000"	"22"	"0.0465414393"	"0.0145258641"	"0.6009897013"
"Ethiopia"	"2000"	"23"	"0.1971716868"	"0.0042085658"	"0.7126921137"
"Ethiopia"	"2000"	"24"	"0.0063377976"	"0.4202168201"	"0.7458735002"
"France"	"1999"	"12"	"."	"."	"."
"France"	"1999"	"13"	"."	"."	"."
"France"	"1999"	"14"	"0.0000883236"	"0.0005051781"	"0.0002142245"
"France"	"1999"	"15"	"0.0009179124"	"0.000736106"	"0.0009679501"
"France"	"1999"	"16"	"0.0023391813"	"0.0009407338"	"0.0028061224"
"France"	"1999"	"17"	"0.0033886818"	"0.002252957"	"0.0054509665"
"France"	"1999"	"18"	"0.0126582278"	"0.003284174"	"0.0128044816"
"France"	"1999"	"19"	"0.0216802168"	"0.0039715719"	"0.028459792"
"France"	"1999"	"20"	"0.0561403509"	"0.0059543777"	"0.0482550151"
"France"	"1999"	"21"	"0.0555555556"	"0.0077793494"	"0.0785190774"
"France"	"1999"	"22"	"0.147826087"	"0.0145003266"	"0.1122625216"
"France"	"1999"	"23"	"0.1956521739"	"0.024951336"	"0.1584970017"
"France"	"1999"	"24"	"0.1857142857"	"0.0357568534"	"0.2119609439"
"Gabon"	"2000"	"15"	"0.0255614643"	"0.040522445"	"0.061166468"
"Gabon"	"2000"	"16"	"0.1655541458"	"0.0926114839"	"0.1533071372"
"Gabon"	"2000"	"17"	"0.1688934451"	"0.2296375042"	"0.3231837242"
"Gabon"	"2000"	"18"	"0.1799594639"	"0.2462688151"	"0.3725178608"
"Gabon"	"2000"	"19"	"0.2979945348"	"0.304172582"	"0.4682152446"
"Gabon"	"2000"	"20"	"0.7429869105"	"0.5006103733"	"0.6447535141"
"Gabon"	"2000"	"21"	"0.672174268"	"0.557584993"	"0.7267672325"
"Gabon"	"2000"	"22"	"0.6854342602"	"0.523951136"	"0.7070761543"
"Gabon"	"2000"	"23"	"0.6197355587"	"0.5473772499"	"0.724509351"
"Gabon"	"2000"	"24"	"0.7907926426"	"0.5841242632"	"0.8201024532"
"Ghana"	"2000"	"12"	"0.0068608705"	"0.0069225928"	"0.0089018303"
"Ghana"	"2000"	"13"	"0.0074202325"	"0.00999899"	"0.0103218268"
"Ghana"	"2000"	"14"	"0.0085636434"	"0.0101572419"	"0.0127038976"
"Ghana"	"2000"	"15"	"0.1054545455"	"0.0992124559"	"0.1092353971"
"Ghana"	"2000"	"16"	"."	"0.1011081915"	"0.1205129641"
"Ghana"	"2000"	"17"	"."	"0.1077992278"	"0.1572533251"
"Ghana"	"2000"	"18"	"."	"0.1294097101"	"0.2223975518"
"Ghana"	"2000"	"19"	"."	"0.1637824475"	"0.2814456847"
"Ghana"	"2000"	"20"	"."	"0.1955386806"	"0.4814859341"
"Ghana"	"2000"	"21"	"."	"0.1983193277"	"0.4764238091"
"Ghana"	"2000"	"22"	"."	"0.2285983067"	"0.5724835727"
"Ghana"	"2000"	"23"	"."	"0.2567394095"	"0.5919325266"
"Ghana"	"2000"	"24"	"."	"0.273255814"	"0.6466312552"
"Guinea"	"1999"	"15"	"0"	"0"	"0.0574562162"
"Guinea"	"1999"	"16"	"0"	"0"	"0.1855966012"
"Guinea"	"1999"	"17"	"0.1463839501"	"0"	"0.2949655664"
"Guinea"	"1999"	"18"	"0.0548072993"	"0.0832501075"	"0.5303165275"
"Guinea"	"1999"	"19"	"0.2440975205"	"0.1808581428"	"0.5609449425"
"Guinea"	"1999"	"20"	"0"	"0.1716824066"	"0.6948281883"
"Guinea"	"1999"	"21"	"."	"0.3634279115"	"0.7348317427"
"Guinea"	"1999"	"22"	"."	"0.3101144138"	"0.8061054242"
"Guinea"	"1999"	"23"	"1"	"0.25"	"0.8711772792"
"Guinea"	"1999"	"24"	"."	"0"	"0.844397553"
"Guatemala"	"1998"	"15"	"0"	"0"	"0.0346222581"
"Guatemala"	"1998"	"16"	"0.0234881758"	"0"	"0.0480493048"
"Guatemala"	"1998"	"17"	"0.1608965058"	"0.0749213622"	"0.1978935008"
"Guatemala"	"1998"	"18"	"0.0936340311"	"0.0241996334"	"0.2541594251"
"Guatemala"	"1998"	"19"	"0.5650721796"	"0.0286275559"	"0.4142880589"
"Guatemala"	"1998"	"20"	"0.8935663173"	"0.1204483569"	"0.5626317121"
"Guatemala"	"1998"	"21"	"0.524450361"	"0"	"0.5666770265"
